Cell_Name_Vevo,drug,concentration,plate,tau,direction,positions,n,omega
Hs 766T,Idarubicin (hydrochloride),5.0,6,0.5,opened,b2,1,12
Hs 766T,L-Thyroxine (sodium salt pentahydrate),0.5,5,0.5,opened,b1,1,12
Hs 766T,Norepinephrine (hydrochloride),0.050000000745058,4,0.5,opened,b2,1,12
Hs 766T,Paclitaxel,5.0,3,0.5,opened,b5,1,12
Hs 766T,Pimitespib,0.5,2,0.5,opened,b2,1,12
Hs 766T,RMC-6236,0.050000000745058,1,0.5,opened,b2,1,12
Hs 766T,RMC-6236,0.5,2,0.5,opened,b2,1,12
Hs 766T,RMC-6236,5.0,3,0.5,opened,b5,1,12
Hs 766T,Ritonavir,5.0,6,0.5,opened,b2,1,12
Hs 766T,Sonidegib,0.5,2,0.5,opened,b2,1,12
Hs 766T,TAK-901,5.0,3,0.5,opened,b5,1,12
Hs 766T,Tirabrutinib,0.050000000745058,7,0.5,opened,b5,1,12
Hs 766T,Topotecan (hydrochloride),0.5,8,0.5,opened,b2,1,12
Hs 766T,Trametinib,0.5,2,0.5,opened,b2,1,12
Hs 766T,Trametinib (DMSO_TF solvate),0.050000000745058,7,0.5,opened,b1|b5,2,24
Hs 766T,Trametinib (DMSO_TF solvate),0.5,8,0.5,opened,b2,1,12
Hs 766T,ULK-101,0.5,2,0.5,opened,b2,1,12
Hs 766T,Vilanterol,5.0,6,0.5,opened,b2,1,12
LoVo,8-Hydroxyquinoline,0.5,5,0.5,opened,b5,1,12
LoVo,AZD-7648,5.0,3,0.5,opened,b2,1,12
LoVo,Alpelisib,0.5,2,0.5,opened,b5,1,12
LoVo,Alpelisib,5.0,3,0.5,opened,b2|b5,2,24
LoVo,Amsacrine,5.0,6,0.5,opened,b1,1,12
LoVo,Bergenin,0.5,5,0.5,opened,b2,1,12
LoVo,Bestatin (hydrochloride),0.5,11,0.5,opened,b5,1,12
LoVo,Bimiralisib,0.5,2,0.5,opened,b2,1,12
LoVo,Bimiralisib,5.0,3,0.5,opened,b5,1,12
LoVo,Binimetinib,0.050000000745058,1,0.5,opened,b5,1,12
LoVo,Binimetinib,0.5,2,0.5,opened,b2|b5,2,24
LoVo,Binimetinib,0.5,11,0.5,opened,b5,1,12
LoVo,Binimetinib,5.0,3,0.5,opened,b5,1,12
LoVo,Binimetinib,5.0,12,0.5,opened,b5,1,12
LoVo,Brivudine,0.5,2,0.5,opened,b5,1,12
LoVo,CP21R7,0.5,2,0.5,opened,b5,1,12
LoVo,Celecoxib,0.050000000745058,1,0.5,opened,b1,1,12
LoVo,Celecoxib,0.5,2,0.5,opened,b2,1,12
LoVo,Cepharanthine,5.0,6,0.5,opened,b1,1,12
LoVo,Cobimetinib,5.0,9,0.5,opened,b1,1,12
LoVo,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",0.050000000745058,7,0.5,opened,b5,1,12
LoVo,Docetaxel,5.0,6,0.5,opened,b2,1,12
LoVo,Elimusertib hydrochloride,0.050000000745058,1,0.5,opened,b1|b5,2,24
LoVo,GSK1059615,0.5,2,0.5,opened,b2|b5,2,24
LoVo,Gemfibrozil,0.050000000745058,4,0.5,opened,b5,1,12
LoVo,Gemfibrozil,0.5,5,0.5,opened,b5,1,12
LoVo,Gemfibrozil,5.0,6,0.5,opened,b5,1,12
LoVo,HI-TOPK-032,0.050000000745058,1,0.5,opened,b5,1,12
LoVo,HI-TOPK-032,0.5,2,0.5,opened,b2,1,12
LoVo,Harringtonine,0.050000000745058,7,0.5,opened,b5,1,12
LoVo,Harringtonine,0.5,8,0.5,opened,b5,1,12
LoVo,Homoharringtonine,0.050000000745058,4,0.5,opened,b5,1,12
LoVo,Idarubicin (hydrochloride),0.5,5,0.5,opened,b2,1,12
LoVo,Idoxuridine,0.5,11,0.5,opened,b2,1,12
LoVo,Infigratinib,0.050000000745058,1,0.5,opened,b5,1,12
LoVo,Ivermectin,0.5,11,0.5,opened,b5,1,12
LoVo,L-Eflornithine (monohydrochloride),5.0,12,0.5,opened,b5,1,12
LoVo,Naproxen,0.050000000745058,7,0.5,opened,b5,1,12
LoVo,Olanzapine,0.5,5,0.5,opened,b5,1,12
LoVo,Pravastatin (sodium),0.050000000745058,7,0.5,opened,b5,1,12
LoVo,RMC-6236,0.5,2,0.5,opened,b5,1,12
LoVo,RMC-6236,5.0,3,0.5,opened,b5,1,12
LoVo,Radotinib,0.5,5,0.5,opened,b5,1,12
LoVo,Ralimetinib dimesylate,5.0,3,0.5,opened,b5,1,12
LoVo,Retinoic acid,0.050000000745058,4,0.5,opened,b5,1,12
LoVo,Ropivacaine (hydrochloride monohydrate),0.050000000745058,4,0.5,opened,b5,1,12
LoVo,Ropivacaine (hydrochloride monohydrate),5.0,6,0.5,opened,b5,1,12
LoVo,Tomivosertib,0.5,2,0.5,opened,b5,1,12
LoVo,Topotecan (hydrochloride),0.5,8,0.5,opened,b5,1,12
LoVo,Trametinib,0.5,2,0.5,opened,b2|b5,2,24
LoVo,Trametinib (DMSO_TF solvate),5.0,9,0.5,opened,b5,1,12
LoVo,Tucidinostat,5.0,6,0.5,opened,b1,1,12
LoVo,vincristine,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,5-Azacytidine,0.5,11,0.5,opened,b5,1,12
MIA PaCa-2,9-ING-41,5.0,3,0.5,opened,b2,1,12
MIA PaCa-2,AZD-8055,0.050000000745058,1,0.5,opened,b2,1,12
MIA PaCa-2,Abemaciclib,0.050000000745058,13,0.5,opened,b1,1,12
MIA PaCa-2,Adagrasib,0.050000000745058,2,0.5,opened,b1,1,12
MIA PaCa-2,Adagrasib,0.050000000745058,8,0.5,opened,b2,1,12
MIA PaCa-2,Adagrasib,0.050000000745058,11,0.5,opened,b2,1,12
MIA PaCa-2,Adagrasib,0.050000000745058,12,0.5,opened,b2,1,12
MIA PaCa-2,Adagrasib,0.050000000745058,13,0.5,opened,b1|b2,2,24
MIA PaCa-2,Almonertinib (mesylate),0.050000000745058,7,0.5,opened,b5,1,12
MIA PaCa-2,Atazanavir (sulfate),0.5,11,0.5,opened,b2,1,12
MIA PaCa-2,BI-3406,0.050000000745058,1,0.5,opened,b2|b5,2,24
MIA PaCa-2,BI-78D3,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,Benztropine (mesylate),0.5,11,0.5,opened,b2,1,12
MIA PaCa-2,Bestatin (hydrochloride),0.5,11,0.5,opened,b5,1,12
MIA PaCa-2,Bimiralisib,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,Bimiralisib,5.0,3,0.5,opened,b2,1,12
MIA PaCa-2,Binimetinib,0.050000000745058,1,0.5,opened,b2|b5,2,24
MIA PaCa-2,Binimetinib,0.050000000745058,10,0.5,opened,b2,1,12
MIA PaCa-2,Binimetinib,0.5,2,0.5,opened,b2|b5,2,24
MIA PaCa-2,Binimetinib,0.5,11,0.5,opened,b1|b2|b5,3,48
MIA PaCa-2,Binimetinib,5.0,12,0.5,opened,b1|b2|b5,3,48
MIA PaCa-2,Ciclopirox,0.5,5,0.5,opened,b5,1,12
MIA PaCa-2,Cinacalcet,0.5,11,0.5,opened,b2,1,12
MIA PaCa-2,Cobimetinib,0.5,8,0.5,opened,b1,1,12
MIA PaCa-2,Cobimetinib,5.0,9,0.5,opened,b1,1,12
MIA PaCa-2,DT-061,5.0,3,0.5,opened,b1,1,12
MIA PaCa-2,Dimethyl fumarate,0.050000000745058,7,0.5,opened,b2,1,12
MIA PaCa-2,Diphenhydramine,0.5,8,0.5,opened,b2,1,12
MIA PaCa-2,Docetaxel (Trihydrate),0.5,8,0.5,opened,b2,1,12
MIA PaCa-2,Drospirenone,0.5,11,0.5,opened,b2,1,12
MIA PaCa-2,Econazole,0.050000000745058,10,0.5,opened,b2,1,12
MIA PaCa-2,Elimusertib hydrochloride,0.050000000745058,1,0.5,opened,b1,1,12
MIA PaCa-2,Erythromycin,5.0,12,0.5,opened,b2,1,12
MIA PaCa-2,Estrone sulfate (potassium),5.0,12,0.5,opened,b2,1,12
MIA PaCa-2,Fingolimod (hydrochloride),0.050000000745058,10,0.5,opened,b2,1,12
MIA PaCa-2,Fostamatinib (disodium hexahydrate),0.050000000745058,13,0.5,opened,b1,1,12
MIA PaCa-2,GSK1059615,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,Glasdegib,0.5,13,0.5,opened,b2,1,12
MIA PaCa-2,HI-TOPK-032,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,Harringtonine,0.050000000745058,7,0.5,opened,b5,1,12
MIA PaCa-2,Harringtonine,0.5,8,0.5,opened,b5,1,12
MIA PaCa-2,Idarubicin (hydrochloride),0.5,5,0.5,opened,b1|b2,2,24
MIA PaCa-2,L-Eflornithine (monohydrochloride),5.0,12,0.5,opened,b2|b5,2,24
MIA PaCa-2,LJI308,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,LY-2584702 (tosylate salt),5.0,3,0.5,opened,b2,1,12
MIA PaCa-2,Lactate (calcium),0.5,11,0.5,opened,b2,1,12
MIA PaCa-2,Naproxen,0.5,8,0.5,opened,b5,1,12
MIA PaCa-2,PF-06260933,0.050000000745058,13,0.5,opened,b1,1,12
MIA PaCa-2,Paclitaxel,5.0,3,0.5,opened,b2,1,12
MIA PaCa-2,Pyridoxine (hydrochloride),5.0,14,0.5,opened,b2,1,12
MIA PaCa-2,RMC-6236,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,RMC-6236,5.0,3,0.5,opened,b2,1,12
MIA PaCa-2,Regorafenib,5.0,3,0.5,opened,b2,1,12
MIA PaCa-2,Topotecan (hydrochloride),0.5,8,0.5,opened,b2,1,12
MIA PaCa-2,Trametinib,0.050000000745058,10,0.5,opened,b2,1,12
MIA PaCa-2,Trametinib,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,Trametinib,0.5,11,0.5,opened,b1,1,12
MIA PaCa-2,Trametinib,5.0,12,0.5,opened,b1|b2,2,24
MIA PaCa-2,Trametinib (DMSO_TF solvate),0.050000000745058,7,0.5,opened,b1,1,12
MIA PaCa-2,Trametinib (DMSO_TF solvate),0.5,8,0.5,opened,b1,1,12
MIA PaCa-2,Tucidinostat,5.0,6,0.5,opened,b1,1,12
MIA PaCa-2,ULK-101,0.5,2,0.5,opened,b2,1,12
MIA PaCa-2,Vemurafenib,5.0,3,0.5,opened,b1,1,12
MIA PaCa-2,XRK3F2,5.0,3,0.5,opened,b1,1,12
MIA PaCa-2,palbociclib,5.0,3,0.5,opened,b1|b2,2,24
RKO,AZD2858,0.050000000745058,1,0.5,opened,b5,1,12
RKO,Abiraterone acetate,5.0,12,0.5,opened,b2,1,12
RKO,Adagrasib,0.5,8,0.5,opened,b2,1,12
RKO,Amsacrine,0.5,5,0.5,opened,b5,1,12
RKO,BI-3406,0.050000000745058,1,0.5,opened,b5,1,12
RKO,BI-3406,0.5,2,0.5,opened,b5,1,12
RKO,Binimetinib,0.050000000745058,1,0.5,opened,b1,1,12
RKO,Binimetinib,0.050000000745058,10,0.5,opened,b5,1,12
RKO,Binimetinib,0.5,2,0.5,opened,b2,1,12
RKO,Binimetinib,5.0,12,0.5,opened,b2,1,12
RKO,Cloxacillin (sodium),5.0,6,0.5,opened,b1,1,12
RKO,Cobimetinib,5.0,9,0.5,opened,b1,1,12
RKO,Cysteamine (hydrochloride),5.0,6,0.5,opened,b5,1,12
RKO,Cytarabine,5.0,9,0.5,opened,b1,1,12
RKO,Elimusertib hydrochloride,0.5,2,0.5,opened,b5,1,12
RKO,Filgotinib,0.050000000745058,10,0.5,opened,b5,1,12
RKO,Flumatinib (mesylate),5.0,9,0.5,opened,b1,1,12
RKO,Fluvoxamine (maleate),0.5,5,0.5,opened,b5,1,12
RKO,Gallic acid,5.0,6,0.5,opened,b5,1,12
RKO,HI-TOPK-032,0.050000000745058,1,0.5,opened,b5,1,12
RKO,Hesperidin,0.050000000745058,7,0.5,opened,b2,1,12
RKO,Homoharringtonine,0.050000000745058,4,0.5,opened,b5,1,12
RKO,Idarubicin (hydrochloride),0.5,5,0.5,opened,b1,1,12
RKO,Idarubicin (hydrochloride),5.0,6,0.5,opened,b1|b5,2,24
RKO,Infigratinib,0.050000000745058,1,0.5,opened,b5,1,12
RKO,Mitoxantrone (dihydrochloride),5.0,6,0.5,opened,b2,1,12
RKO,NVP-BHG712,0.5,2,0.5,opened,b2,1,12
RKO,Osimertinib (mesylate),5.0,12,0.5,opened,b2,1,12
RKO,PF-06260933,0.5,2,0.5,opened,b2,1,12
RKO,Selinexor ,0.5,5,0.5,opened,b1|b2,2,24
RKO,Sivelestat (sodium tetrahydrate),5.0,9,0.5,opened,b1,1,12
RKO,Trametinib,0.5,2,0.5,opened,b2,1,12
RKO,Trametinib,5.0,12,0.5,opened,b2,1,12
RKO,Trametinib (DMSO_TF solvate),0.5,8,0.5,opened,b1,1,12
RKO,Trametinib (DMSO_TF solvate),5.0,9,0.5,opened,b1,1,12
RKO,Tucidinostat,0.5,5,0.5,opened,b1,1,12
RKO,Tucidinostat,5.0,6,0.5,opened,b1,1,12
RKO,ULK-101,0.050000000745058,1,0.5,opened,b5,1,12
SHP-77,Binimetinib,5.0,12,0.5,opened,b5,1,12
SHP-77,ETC-206,0.050000000745058,1,0.5,opened,b1,1,12
SHP-77,Idarubicin (hydrochloride),5.0,14,0.5,opened,b1,1,12
SHP-77,Larotrectinib,5.0,6,0.5,opened,b5,1,12
SHP-77,Lenalidomide (hemihydrate),0.5,5,0.5,opened,b2,1,12
SHP-77,Mitoxantrone (dihydrochloride),0.050000000745058,4,0.5,opened,b1,1,12
SHP-77,Nimesulide,5.0,13,0.5,opened,b2,1,12
SHP-77,Osimertinib (mesylate),0.050000000745058,10,0.5,opened,b2,1,12
SHP-77,Oxaprozin,0.5,11,0.5,opened,b2,1,12
SHP-77,Pimozide,0.050000000745058,10,0.5,opened,b2,1,12
SHP-77,Ponatinib,0.5,11,0.5,opened,b2,1,12
SHP-77,Rosiglitazone,5.0,9,0.5,opened,b5,1,12
SHP-77,Saquinavir,0.5,5,0.5,opened,b2,1,12
SHP-77,Sinomenine,0.5,5,0.5,opened,b2,1,12
SHP-77,Thymol,0.5,5,0.5,opened,b2,1,12
SHP-77,Trifluridine,0.5,5,0.5,opened,b5,1,12
SHP-77,vincristine,0.5,2,0.5,opened,b2,1,12
SW 900,18β-Glycyrrhetinic acid,5.0,6,0.5,opened,b5,1,12
SW 900,AZD-8055,0.050000000745058,1,0.5,opened,b2,1,12
SW 900,Aspirin,0.5,11,0.5,opened,b5,1,12
SW 900,Belzutifan,0.5,2,0.5,opened,b5,1,12
SW 900,Belzutifan,5.0,3,0.5,opened,b5,1,12
SW 900,Berbamine (dihydrochloride),5.0,13,0.5,opened,b2,1,12
SW 900,Binimetinib,0.5,2,0.5,opened,b2,1,12
SW 900,Canagliflozin,0.050000000745058,7,0.5,opened,b2,1,12
SW 900,Canagliflozin (hemihydrate),0.5,11,0.5,opened,b2,1,12
SW 900,Capmatinib,5.0,3,0.5,opened,b5,1,12
SW 900,Clobetasol propionate,0.050000000745058,10,0.5,opened,b5,1,12
SW 900,Crizotinib (hydrochloride),0.050000000745058,10,0.5,opened,b5,1,12
SW 900,Delamanid,0.050000000745058,10,0.5,opened,b5,1,12
SW 900,Dexamethasone,0.5,11,0.5,opened,b5,1,12
SW 900,Dinaciclib,0.5,8,0.5,opened,b2,1,12
SW 900,Elagolix sodium,0.5,5,0.5,opened,b2,1,12
SW 900,Elimusertib hydrochloride,0.5,2,0.5,opened,b5,1,12
SW 900,Fluvoxamine (maleate),5.0,6,0.5,opened,b5,1,12
SW 900,Harringtonine,0.5,8,0.5,opened,b5,1,12
SW 900,Idarubicin (hydrochloride),0.5,5,0.5,opened,b2,1,12
SW 900,Indacaterol (maleate),0.050000000745058,10,0.5,opened,b5,1,12
SW 900,L-Eflornithine (monohydrochloride),0.5,11,0.5,opened,b5,1,12
SW 900,Methotrexate,0.5,11,0.5,opened,b5,1,12
SW 900,Mitoxantrone (dihydrochloride),5.0,6,0.5,opened,b5,1,12
SW 900,Mozavaptan,0.050000000745058,7,0.5,opened,b5,1,12
SW 900,Omeprazole,0.050000000745058,10,0.5,opened,b5,1,12
SW 900,Osimertinib (mesylate),0.050000000745058,10,0.5,opened,b5,1,12
SW 900,Oxaprozin,0.050000000745058,10,0.5,opened,b5,1,12
SW 900,Pioglitazone,0.5,11,0.5,opened,b5,1,12
SW 900,RMC-6236,0.5,2,0.5,opened,b5,1,12
SW 900,Ropivacaine (hydrochloride monohydrate),5.0,6,0.5,opened,b5,1,12
SW 900,TAK-733,0.5,2,0.5,opened,b5,1,12
SW 900,Topotecan (hydrochloride),0.5,8,0.5,opened,b5,1,12
SW 900,Trametinib,0.5,2,0.5,opened,b5,1,12
SW 900,Tucidinostat,0.5,5,0.5,opened,b1,1,12
SW 900,Vortioxetine,0.050000000745058,10,0.5,opened,b1,1,12
SW1417,9-ING-41,0.5,2,0.5,opened,b2,1,12
SW1417,AZD-7648,0.050000000745058,1,0.5,opened,b1,1,12
SW1417,AZD-7648,0.5,2,0.5,opened,b2,1,12
SW1417,Afatinib,0.5,2,0.5,opened,b5,1,12
SW1417,Aliskiren,5.0,6,0.5,opened,b5,1,12
SW1417,Bentamapimod,0.5,2,0.5,opened,b5,1,12
SW1417,Bimiralisib,0.5,2,0.5,opened,b2,1,12
SW1417,Binimetinib,0.050000000745058,1,0.5,opened,b5,1,12
SW1417,Binimetinib,0.5,2,0.5,opened,b5,1,12
SW1417,Binimetinib,5.0,12,0.5,opened,b5,1,12
SW1417,Busulfan,5.0,6,0.5,opened,b5,1,12
SW1417,Diphenhydramine,0.5,8,0.5,opened,b2,1,12
SW1417,Edoxaban (tosylate monohydrate),5.0,13,0.5,opened,b2,1,12
SW1417,Elimusertib hydrochloride,0.050000000745058,1,0.5,opened,b5,1,12
SW1417,Elimusertib hydrochloride,0.5,2,0.5,opened,b5,1,12
SW1417,Entrectinib,5.0,12,0.5,opened,b2,1,12
SW1417,Filgotinib,0.5,11,0.5,opened,b2,1,12
SW1417,Furosemide,5.0,14,0.5,opened,b2,1,12
SW1417,Gallic acid,0.5,5,0.5,opened,b5,1,12
SW1417,HI-TOPK-032,0.5,2,0.5,opened,b2,1,12
SW1417,Infigratinib,0.050000000745058,1,0.5,opened,b5,1,12
SW1417,LY-2584702 (tosylate salt),5.0,3,0.5,opened,b2,1,12
SW1417,MK-3903,0.5,2,0.5,opened,b2,1,12
SW1417,Malotilate,5.0,12,0.5,opened,b2,1,12
SW1417,Olanzapine,0.050000000745058,4,0.5,opened,b5,1,12
SW1417,Olanzapine,5.0,6,0.5,opened,b5,1,12
SW1417,Pentamidine (isethionate),5.0,14,0.5,opened,b2,1,12
SW1417,Quinestrol,5.0,6,0.5,opened,b5,1,12
SW1417,RMC-6236,0.5,2,0.5,opened,b2|b5,2,24
SW1417,Radotinib,0.050000000745058,4,0.5,opened,b5,1,12
SW1417,Ropivacaine (hydrochloride monohydrate),5.0,6,0.5,opened,b1,1,12
SW1417,Selinexor ,0.5,5,0.5,opened,b1,1,12
SW1417,Selinexor ,5.0,6,0.5,opened,b1,1,12
SW1417,Trametinib,0.5,2,0.5,opened,b2|b5,2,24
SW1417,Trametinib,5.0,12,0.5,opened,b1,1,12
SW1417,Tucidinostat,0.5,5,0.5,opened,b1,1,12
SW1417,Tucidinostat,5.0,6,0.5,opened,b1,1,12
SW480,18β-Glycyrrhetinic acid,5.0,6,0.5,opened,b1,1,12
SW480,9-ING-41,0.5,2,0.5,opened,b2,1,12
SW480,AZD-7648,0.5,2,0.5,opened,b2,1,12
SW480,AZD-8055,0.050000000745058,1,0.5,opened,b1,1,12
SW480,AZD-8055,5.0,3,0.5,opened,b5,1,12
SW480,AZD1390,0.5,2,0.5,opened,b5,1,12
SW480,Adagrasib,0.050000000745058,11,0.5,opened,b2,1,12
SW480,Adagrasib,0.050000000745058,12,0.5,opened,b2,1,12
SW480,Afatinib,0.5,2,0.5,opened,b2,1,12
SW480,Afatinib,5.0,3,0.5,opened,b1,1,12
SW480,Alpelisib,5.0,3,0.5,opened,b1|b5,2,24
SW480,Altretamine,0.5,8,0.5,opened,b1,1,12
SW480,Amsacrine,5.0,6,0.5,opened,b5,1,12
SW480,Artesunate,5.0,6,0.5,opened,b1,1,12
SW480,BI-3406,0.5,2,0.5,opened,b5,1,12
SW480,BI-3406,5.0,3,0.5,opened,b5,1,12
SW480,Baicalin,0.050000000745058,4,0.5,opened,b1,1,12
SW480,Baicalin,5.0,14,0.5,opened,b1,1,12
SW480,Balsalazide (sodium hydrate),0.5,5,0.5,opened,b1,1,12
SW480,Bentamapimod,0.5,2,0.5,opened,b5,1,12
SW480,Bimiralisib,0.5,2,0.5,opened,b2,1,12
SW480,Binimetinib,0.050000000745058,1,0.5,opened,b1|b5,2,24
SW480,Binimetinib,0.5,2,0.5,opened,b5,1,12
SW480,Binimetinib,5.0,3,0.5,opened,b1,1,12
SW480,Brivudine,0.5,2,0.5,opened,b5,1,12
SW480,CP21R7,0.5,2,0.5,opened,b5,1,12
SW480,Clonidine (hydrochloride),5.0,14,0.5,opened,b2,1,12
SW480,Elimusertib hydrochloride,0.050000000745058,1,0.5,opened,b5,1,12
SW480,Elimusertib hydrochloride,0.5,2,0.5,opened,b5,1,12
SW480,Epirubicin (hydrochloride),5.0,9,0.5,opened,b1,1,12
SW480,Estrone sulfate (potassium),0.050000000745058,10,0.5,opened,b1,1,12
SW480,Estrone sulfate (potassium),5.0,12,0.5,opened,b5,1,12
SW480,GSK1059615,0.5,2,0.5,opened,b2,1,12
SW480,Gemcitabine,0.5,2,0.5,opened,b5,1,12
SW480,Gemcitabine,5.0,3,0.5,opened,b1|b5,2,24
SW480,Gemfibrozil,5.0,6,0.5,opened,b5,1,12
SW480,Glasdegib,0.5,13,0.5,opened,b2,1,12
SW480,HI-TOPK-032,5.0,3,0.5,opened,b1,1,12
SW480,Idarubicin (hydrochloride),5.0,6,0.5,opened,b1|b2,2,24
SW480,Idarubicin (hydrochloride),5.0,14,0.5,opened,b1,1,12
SW480,Idoxuridine,5.0,12,0.5,opened,b2,1,12
SW480,Infigratinib,0.5,2,0.5,opened,b5,1,12
SW480,Ipatasertib,0.5,2,0.5,opened,b2,1,12
SW480,L-Eflornithine (monohydrochloride),5.0,12,0.5,opened,b5,1,12
SW480,LJI308,0.050000000745058,1,0.5,opened,b5,1,12
SW480,Lactate (calcium),5.0,12,0.5,opened,b2,1,12
SW480,Larotrectinib,5.0,6,0.5,opened,b2,1,12
SW480,Lenalidomide (hemihydrate),0.5,5,0.5,opened,b2,1,12
SW480,Lipoic acid,0.5,5,0.5,opened,b1,1,12
SW480,MK-3903,0.050000000745058,1,0.5,opened,b1,1,12
SW480,Malotilate,0.050000000745058,10,0.5,opened,b5,1,12
SW480,Mitoxantrone (dihydrochloride),0.5,5,0.5,opened,b1,1,12
SW480,Mitoxantrone (dihydrochloride),5.0,6,0.5,opened,b5,1,12
SW480,NG25,0.050000000745058,1,0.5,opened,b5,1,12
SW480,NVP-BHG712,0.5,2,0.5,opened,b2,1,12
SW480,Nafamostat (mesylate),5.0,12,0.5,opened,b2,1,12
SW480,Naproxen,0.5,8,0.5,opened,b5,1,12
SW480,Olanzapine,5.0,6,0.5,opened,b5,1,12
SW480,Omeprazole,0.5,11,0.5,opened,b2,1,12
SW480,Omeprazole,5.0,12,0.5,opened,b5,1,12
SW480,Paclitaxel,0.5,2,0.5,opened,b2|b5,2,24
SW480,Panobinostat,0.050000000745058,10,0.5,opened,b1,1,12
SW480,Pentamidine (isethionate),0.5,13,0.5,opened,b2,1,12
SW480,Pimitespib,0.5,2,0.5,opened,b2,1,12
SW480,Pravastatin (sodium),5.0,9,0.5,opened,b1,1,12
SW480,Pyridoxine,0.5,5,0.5,opened,b1,1,12
SW480,RMC-6236,0.5,2,0.5,opened,b2|b5,2,24
SW480,Radotinib,0.5,5,0.5,opened,b5,1,12
SW480,Ropivacaine (hydrochloride monohydrate),0.050000000745058,4,0.5,opened,b5,1,12
SW480,Ropivacaine (hydrochloride monohydrate),5.0,6,0.5,opened,b5,1,12
SW480,Ropivacaine (hydrochloride monohydrate),5.0,14,0.5,opened,b2,1,12
SW480,Sivelestat (sodium tetrahydrate),5.0,9,0.5,opened,b1,1,12
SW480,Sodium Salicylate,5.0,6,0.5,opened,b1,1,12
SW480,Sonidegib,0.5,2,0.5,opened,b2,1,12
SW480,Sulfisoxazole,0.5,13,0.5,opened,b1,1,12
SW480,Temuterkib,0.5,2,0.5,opened,b5,1,12
SW480,Thymol,0.5,5,0.5,opened,b2,1,12
SW480,Tolcapone,5.0,6,0.5,opened,b5,1,12
SW480,Tomivosertib,0.5,2,0.5,opened,b5,1,12
SW480,Topotecan (hydrochloride),0.5,8,0.5,opened,b1|b2,2,24
SW480,Trametinib,0.5,2,0.5,opened,b5,1,12
SW480,Trametinib,5.0,12,0.5,opened,b1,1,12
SW480,Trametinib (DMSO_TF solvate),0.050000000745058,7,0.5,opened,b1,1,12
SW480,Trimetrexate,0.050000000745058,4,0.5,opened,b5,1,12
SW480,Tucidinostat,0.050000000745058,4,0.5,opened,b1,1,12
SW480,Tucidinostat,0.5,5,0.5,opened,b1,1,12
SW480,Tucidinostat,5.0,6,0.5,opened,b1|b5,2,24
SW480,ULK-101,0.5,2,0.5,opened,b2,1,12
SW480,Verteporfin,5.0,9,0.5,opened,b1,1,12
SW480,XRK3F2,5.0,3,0.5,opened,b1,1,12
SW480,c-Kit-IN-1,0.050000000745058,13,0.5,opened,b2,1,12
A549,APTO-253,5.0,3,0.5,closed,b1,1,24
A549,Abemaciclib,5.0,3,0.5,closed,b1,1,24
A549,Adagrasib,0.050000000745058,14,0.5,closed,b1,1,24
A549,Asciminib,5.0,12,0.5,closed,b1,1,24
A549,Auranofin,5.0,12,0.5,closed,b1,1,24
A549,Belinostat,0.5,11,0.5,closed,b1,1,24
A549,Belinostat,5.0,12,0.5,closed,b1,1,24
A549,Bentamapimod,0.5,2,0.5,closed,b1,1,24
A549,Bortezomib,0.050000000745058,1,0.5,closed,b1|b5,2,12
A549,Bortezomib,0.5,2,0.5,closed,b1,1,24
A549,Bortezomib,5.0,3,0.5,closed,b1,1,24
A549,Capivasertib,0.5,2,0.5,closed,b1,1,24
A549,Clonidine (hydrochloride),5.0,6,0.5,closed,b2,1,24
A549,Darinaparsin,5.0,6,0.5,closed,b1,1,24
A549,Dexamethasone,0.050000000745058,10,0.5,closed,b5,1,24
A549,Digitoxin,0.050000000745058,10,0.5,closed,b1,1,24
A549,Digitoxin,0.5,11,0.5,closed,b1,1,24
A549,Dinaciclib,0.5,8,0.5,closed,b1,1,24
A549,Doxycycline (monohydrate),0.050000000745058,7,0.5,closed,b1,1,24
A549,ETC-206,0.5,2,0.5,closed,b1,1,24
A549,EX229,0.5,2,0.5,closed,b1,1,24
A549,Fedratinib (hydrochloride hydrate),5.0,12,0.5,closed,b1|b5,2,12
A549,Filgotinib,0.5,11,0.5,closed,b1,1,24
A549,Filgotinib,5.0,12,0.5,closed,b1,1,24
A549,Flumatinib (mesylate),0.5,8,0.5,closed,b5,1,24
A549,Folic acid,5.0,6,0.5,closed,b2,1,24
A549,Futibatinib,0.5,2,0.5,closed,b1,1,24
A549,Gallic acid (hydrate),5.0,6,0.5,closed,b1,1,24
A549,HI-TOPK-032,0.5,2,0.5,closed,b1,1,24
A549,Harringtonine,0.050000000745058,7,0.5,closed,b1,1,24
A549,Harringtonine,0.5,8,0.5,closed,b1,1,24
A549,Harringtonine,5.0,9,0.5,closed,b1,1,24
A549,Homoharringtonine,0.050000000745058,4,0.5,closed,b1,1,24
A549,Homoharringtonine,0.5,5,0.5,closed,b1,1,24
